unit,x_feature,y_feature,output,slice_type,fixed_inputs,mae,rmse,r2,mape,n_leaves,n_zero_coefs,n_total_coefs
ammoniaF_unit,Ft,Fh2,ammonia_kgph,full_reduced_model,{},0.1459032448043505,0.3233398999669935,0.9798607499775558,1.2138288449761792,13,0,26
ammoniaF_unit,Ft,Fh2,water_kgph,full_reduced_model,{},15.856907452483805,68.83182214058672,0.9655109647307248,0.8523976774938266,16,0,32
ammoniaF_unit,Ft,Fh2,electric_kwhph,full_reduced_model,{},43.54380052993725,163.81702523438102,0.9528775291256559,7.718740202382722,16,0,32
