case_id,Fnh3,Fco2,Ft_UREA-OUT,QB3,QB6,QB27,QB10_hot,QB10_cold,QB7_reb,QB7_cond,QB25_reb,QB28_reb,QB28_cond,QR01,Wurea,run_ok,error_message,elapsed_sec,completed_at
80,3.375,50.833333333333336,11.8137794,-0.00268897778,0.000770421282,-0.0172179502,1.0,1.0,0.00105440755,-0.00326773678,0.0119422948,0.0434017282,0.0462245899,-0.0115170966,0.142047828,1,,3.576,2026-04-14T15:18:25
81,3.375,63.29166666666667,11.7720968,-0.00268401887,0.000770421282,-0.0162243117,1.0,1.0,0.00128360983,-0.0041213,0.0119422948,0.0432415388,0.0460540028,-0.0115171761,0.142257776,1,,3.242,2026-04-14T15:18:28
82,3.375,75.75,11.731296,-0.00267960724,0.000770421282,-0.0152394768,1.0,1.0,0.00151846113,-0.00497487106,0.0119422948,0.0430825798,0.0458847321,-0.0115064225,0.142529184,1,,3.272,2026-04-14T15:18:31
83,3.375,88.20833333333334,11.6903849,-0.00267528953,0.000770421282,-0.0142666362,1.0,1.0,0.0017554976,-0.00582845236,0.0119422948,0.0429227778,0.0457145649,-0.0114843883,0.142815631,1,,2.777,2026-04-14T15:18:34
84,3.375,100.66666666666667,11.6480413,-0.00267016051,0.000770421282,-0.0133077032,1.0,1.0,0.00199173002,-0.00668168481,0.0119422948,0.0427615544,0.0455428726,-0.0114502715,0.142988654,1,,3.289,2026-04-14T15:18:38
85,3.375,113.125,11.6060891,-0.00266540753,0.000770421282,-0.0123653842,1.0,1.0,0.00222790746,-0.00753508651,0.0119422948,0.0425997608,0.0453705789,-0.0114091508,0.143223529,1,,2.852,2026-04-14T15:18:40
86,3.375,125.58333333333334,11.5664816,-0.00266161103,0.000770421282,-0.011406092,1.0,1.0,0.00246497947,-0.00838784926,0.0119422948,0.0424430929,0.0452037548,-0.011363122,0.143565488,1,,3.314,2026-04-14T15:18:44
87,3.375,138.04166666666669,11.5270352,-0.0026579185,0.000770421282,-0.0104595732,1.0,1.0,0.00270177543,-0.00924150075,0.0119422948,0.0422864243,0.0450369319,-0.0113123968,0.143927771,1,,2.767,2026-04-14T15:18:46
88,3.375,150.5,11.4849993,-0.00265278677,0.000770421282,-0.00952739287,1.0,1.0,0.00293545732,-0.0100939378,0.0119422948,0.0421265792,0.0448667067,-0.0112494397,0.144099765,1,,2.663,2026-04-14T15:18:49
89,3.375,162.95833333333334,11.4443385,-0.00264855944,0.000770421282,-0.00860165765,1.0,1.0,0.00317234253,-0.0109475008,0.0119422948,0.0419675298,0.0446973421,-0.0111846726,0.144403035,1,,3.139,2026-04-14T15:18:52
90,3.375,175.41666666666669,11.4043735,-0.00264467136,0.000770421282,-0.00771215185,1.0,1.0,0.00340819857,-0.011801431,0.0119422948,0.0418094641,0.0445290299,-0.0111147835,0.144756594,1,,3.008,2026-04-14T15:18:55
91,3.375,187.875,11.3637801,-0.00264050506,0.000770421282,-0.00674801756,1.0,1.0,0.00364268937,-0.0126546311,0.0119422948,0.0416498327,0.0443590479,-0.0110412569,0.145089914,1,,3.504,2026-04-14T15:18:59
92,3.375,200.33333333333334,11.3241974,-0.00263514546,0.000770421282,-0.00585890602,1.0,1.0,0.00387545327,-0.0135078633,0.0119422948,0.0415031874,0.04420287,-0.01095886,0.145135898,1,,3.384,2026-04-14T15:19:02
93,3.375,212.79166666666669,11.2842952,-0.00263237694,0.000770421282,-0.00492217334,1.0,1.0,0.00410936678,-0.014361043,0.0119422948,0.0413372597,0.0440262084,-0.0108832857,0.145748845,1,,3.055,2026-04-14T15:19:05
94,3.375,225.25,11.2431748,-0.00262781736,0.000770421282,-0.00401323541,1.0,1.0,0.00434203488,-0.0152142092,0.0119422948,0.041177475,0.0438560576,-0.0107954217,0.146034724,1,,3.331,2026-04-14T15:19:09
95,3.375,237.70833333333334,11.2037401,-0.00262377446,0.000770421282,-0.00310474482,1.0,1.0,0.00457636443,-0.0160676619,0.0119422948,0.0410221259,0.0436906367,-0.0107089052,0.146376225,1,,3.673,2026-04-14T15:19:12
96,3.375,250.16666666666669,11.1628048,-0.00261903352,0.000770421282,-0.00220751404,1.0,1.0,0.00481076509,-0.0169210381,0.0119422948,0.040864162,0.0435224222,-0.0106148442,0.146629832,1,,3.496,2026-04-14T15:19:16
97,3.375,262.625,11.125,-0.00261618411,0.000770421282,-0.00129738928,1.0,1.0,0.00504231308,-0.0177739859,0.0119422948,0.0407082137,0.0433563845,-0.0105259242,0.1471813,1,,2.954,2026-04-14T15:19:19
