case_id,Fnh3,Fco2
481,10.541666666666668,10.416666666666668
482,10.541666666666668,12.5
483,10.541666666666668,14.583333333333334
484,10.541666666666668,16.666666666666668
485,10.541666666666668,18.75
486,10.541666666666668,20.833333333333336
487,10.541666666666668,22.916666666666668
488,10.541666666666668,25.0
489,10.541666666666668,27.083333333333336
490,10.541666666666668,29.166666666666668
491,10.541666666666668,31.250000000000004
492,10.541666666666668,33.333333333333336
493,10.541666666666668,35.41666666666667
494,10.541666666666668,37.5
495,10.541666666666668,39.583333333333336
496,10.541666666666668,41.66666666666667
497,10.541666666666668,43.75
498,10.541666666666668,45.833333333333336
499,10.541666666666668,47.91666666666667
500,10.541666666666668,50.0
501,10.833333333333334,0.0
502,10.833333333333334,2.0833333333333335
503,10.833333333333334,4.166666666666667
504,10.833333333333334,6.25
505,10.833333333333334,8.333333333333334
506,10.833333333333334,10.416666666666668
507,10.833333333333334,12.5
508,10.833333333333334,14.583333333333334
509,10.833333333333334,16.666666666666668
510,10.833333333333334,18.75
511,10.833333333333334,20.833333333333336
512,10.833333333333334,22.916666666666668
513,10.833333333333334,25.0
514,10.833333333333334,27.083333333333336
515,10.833333333333334,29.166666666666668
516,10.833333333333334,31.250000000000004
517,10.833333333333334,33.333333333333336
518,10.833333333333334,35.41666666666667
519,10.833333333333334,37.5
520,10.833333333333334,39.583333333333336
521,10.833333333333334,41.66666666666667
522,10.833333333333334,43.75
523,10.833333333333334,45.833333333333336
524,10.833333333333334,47.91666666666667
525,10.833333333333334,50.0
526,11.125,0.0
527,11.125,2.0833333333333335
528,11.125,4.166666666666667
529,11.125,6.25
530,11.125,8.333333333333334
531,11.125,10.416666666666668
532,11.125,12.5
533,11.125,14.583333333333334
534,11.125,16.666666666666668
535,11.125,18.75
536,11.125,20.833333333333336
537,11.125,22.916666666666668
538,11.125,25.0
539,11.125,27.083333333333336
540,11.125,29.166666666666668
541,11.125,31.250000000000004
542,11.125,33.333333333333336
543,11.125,35.41666666666667
544,11.125,37.5
545,11.125,39.583333333333336
546,11.125,41.66666666666667
547,11.125,43.75
548,11.125,45.833333333333336
549,11.125,47.91666666666667
550,11.125,50.0
551,11.416666666666668,0.0
552,11.416666666666668,2.0833333333333335
553,11.416666666666668,4.166666666666667
554,11.416666666666668,6.25
555,11.416666666666668,8.333333333333334
556,11.416666666666668,10.416666666666668
557,11.416666666666668,12.5
558,11.416666666666668,14.583333333333334
559,11.416666666666668,16.666666666666668
560,11.416666666666668,18.75
561,11.416666666666668,20.833333333333336
562,11.416666666666668,22.916666666666668
563,11.416666666666668,25.0
564,11.416666666666668,27.083333333333336
565,11.416666666666668,29.166666666666668
566,11.416666666666668,31.250000000000004
567,11.416666666666668,33.333333333333336
568,11.416666666666668,35.41666666666667
569,11.416666666666668,37.5
570,11.416666666666668,39.583333333333336
571,11.416666666666668,41.66666666666667
572,11.416666666666668,43.75
573,11.416666666666668,45.833333333333336
574,11.416666666666668,47.91666666666667
575,11.416666666666668,50.0
576,11.708333333333334,0.0
577,11.708333333333334,2.0833333333333335
578,11.708333333333334,4.166666666666667
579,11.708333333333334,6.25
580,11.708333333333334,8.333333333333334
581,11.708333333333334,10.416666666666668
582,11.708333333333334,12.5
583,11.708333333333334,14.583333333333334
584,11.708333333333334,16.666666666666668
585,11.708333333333334,18.75
586,11.708333333333334,20.833333333333336
587,11.708333333333334,22.916666666666668
588,11.708333333333334,25.0
589,11.708333333333334,27.083333333333336
