case_id,Ft,Fh2,NO3In_H2O_Flow,NO3In_CL_Flow,NO3In_NA_Flow,NO3In_NO3_Flow,NO3In_SO4_Flow
272,8741.666666666666,13.75,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
273,8741.666666666666,14.166666666666668,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
274,8741.666666666666,14.583333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
275,8741.666666666666,15.0,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
276,8765.833333333334,5.0,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
277,8765.833333333334,5.416666666666667,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
278,8765.833333333334,5.833333333333333,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
279,8765.833333333334,6.25,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
280,8765.833333333334,6.666666666666667,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
281,8765.833333333334,7.083333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
282,8765.833333333334,7.5,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
283,8765.833333333334,7.916666666666667,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
284,8765.833333333334,8.333333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
285,8765.833333333334,8.75,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
286,8765.833333333334,9.166666666666668,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
287,8765.833333333334,9.583333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
288,8765.833333333334,10.0,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
289,8765.833333333334,10.416666666666668,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
290,8765.833333333334,10.833333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
291,8765.833333333334,11.25,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
292,8765.833333333334,11.666666666666668,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
293,8765.833333333334,12.083333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
294,8765.833333333334,12.5,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
295,8765.833333333334,12.916666666666668,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
296,8765.833333333334,13.333333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
297,8765.833333333334,13.75,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
298,8765.833333333334,14.166666666666668,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
299,8765.833333333334,14.583333333333334,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
300,8765.833333333334,15.0,7859.358508333334,468.0955000000001,340.9032583333334,81.08395833333333,16.392108333333333
301,8790.0,5.0,7881.0261,469.386,341.8431,81.30749999999999,16.4373
302,8790.0,5.416666666666667,7881.0261,469.386,341.8431,81.30749999999999,16.4373
303,8790.0,5.833333333333333,7881.0261,469.386,341.8431,81.30749999999999,16.4373
304,8790.0,6.25,7881.0261,469.386,341.8431,81.30749999999999,16.4373
305,8790.0,6.666666666666667,7881.0261,469.386,341.8431,81.30749999999999,16.4373
306,8790.0,7.083333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
307,8790.0,7.5,7881.0261,469.386,341.8431,81.30749999999999,16.4373
308,8790.0,7.916666666666667,7881.0261,469.386,341.8431,81.30749999999999,16.4373
309,8790.0,8.333333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
310,8790.0,8.75,7881.0261,469.386,341.8431,81.30749999999999,16.4373
311,8790.0,9.166666666666668,7881.0261,469.386,341.8431,81.30749999999999,16.4373
312,8790.0,9.583333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
313,8790.0,10.0,7881.0261,469.386,341.8431,81.30749999999999,16.4373
314,8790.0,10.416666666666668,7881.0261,469.386,341.8431,81.30749999999999,16.4373
315,8790.0,10.833333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
316,8790.0,11.25,7881.0261,469.386,341.8431,81.30749999999999,16.4373
317,8790.0,11.666666666666668,7881.0261,469.386,341.8431,81.30749999999999,16.4373
318,8790.0,12.083333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
319,8790.0,12.5,7881.0261,469.386,341.8431,81.30749999999999,16.4373
320,8790.0,12.916666666666668,7881.0261,469.386,341.8431,81.30749999999999,16.4373
321,8790.0,13.333333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
322,8790.0,13.75,7881.0261,469.386,341.8431,81.30749999999999,16.4373
323,8790.0,14.166666666666668,7881.0261,469.386,341.8431,81.30749999999999,16.4373
324,8790.0,14.583333333333334,7881.0261,469.386,341.8431,81.30749999999999,16.4373
325,8790.0,15.0,7881.0261,469.386,341.8431,81.30749999999999,16.4373
326,8814.166666666666,5.0,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
327,8814.166666666666,5.416666666666667,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
328,8814.166666666666,5.833333333333333,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
329,8814.166666666666,6.25,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
330,8814.166666666666,6.666666666666667,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
331,8814.166666666666,7.083333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
332,8814.166666666666,7.5,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
333,8814.166666666666,7.916666666666667,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
334,8814.166666666666,8.333333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
335,8814.166666666666,8.75,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
336,8814.166666666666,9.166666666666668,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
337,8814.166666666666,9.583333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
338,8814.166666666666,10.0,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
339,8814.166666666666,10.416666666666668,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
340,8814.166666666666,10.833333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
341,8814.166666666666,11.25,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
342,8814.166666666666,11.666666666666668,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
343,8814.166666666666,12.083333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
344,8814.166666666666,12.5,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
345,8814.166666666666,12.916666666666668,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
346,8814.166666666666,13.333333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
347,8814.166666666666,13.75,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
348,8814.166666666666,14.166666666666668,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
349,8814.166666666666,14.583333333333334,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
350,8814.166666666666,15.0,7902.693691666666,470.6765,342.78294166666666,81.53104166666665,16.482491666666665
351,8838.333333333334,5.0,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
352,8838.333333333334,5.416666666666667,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
353,8838.333333333334,5.833333333333333,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
354,8838.333333333334,6.25,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
355,8838.333333333334,6.666666666666667,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
356,8838.333333333334,7.083333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
357,8838.333333333334,7.5,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
358,8838.333333333334,7.916666666666667,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
359,8838.333333333334,8.333333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
360,8838.333333333334,8.75,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
361,8838.333333333334,9.166666666666668,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
362,8838.333333333334,9.583333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
363,8838.333333333334,10.0,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
364,8838.333333333334,10.416666666666668,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
365,8838.333333333334,10.833333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
366,8838.333333333334,11.25,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
367,8838.333333333334,11.666666666666668,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
368,8838.333333333334,12.083333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
369,8838.333333333334,12.5,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
370,8838.333333333334,12.916666666666668,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
371,8838.333333333334,13.333333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
372,8838.333333333334,13.75,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
373,8838.333333333334,14.166666666666668,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
374,8838.333333333334,14.583333333333334,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
375,8838.333333333334,15.0,7924.361283333334,471.96700000000004,343.7227833333334,81.75458333333333,16.527683333333332
376,8862.5,5.0,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
377,8862.5,5.416666666666667,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
378,8862.5,5.833333333333333,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
379,8862.5,6.25,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
380,8862.5,6.666666666666667,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
381,8862.5,7.083333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
382,8862.5,7.5,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
383,8862.5,7.916666666666667,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
384,8862.5,8.333333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
385,8862.5,8.75,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
386,8862.5,9.166666666666668,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
387,8862.5,9.583333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
388,8862.5,10.0,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
389,8862.5,10.416666666666668,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
390,8862.5,10.833333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
391,8862.5,11.25,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
392,8862.5,11.666666666666668,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
393,8862.5,12.083333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
394,8862.5,12.5,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
395,8862.5,12.916666666666668,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
396,8862.5,13.333333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
397,8862.5,13.75,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
398,8862.5,14.166666666666668,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
399,8862.5,14.583333333333334,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
400,8862.5,15.0,7946.028875,473.25750000000005,344.662625,81.97812499999999,16.572875
401,8886.666666666666,5.0,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
402,8886.666666666666,5.416666666666667,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
403,8886.666666666666,5.833333333333333,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
404,8886.666666666666,6.25,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
405,8886.666666666666,6.666666666666667,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
406,8886.666666666666,7.083333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
407,8886.666666666666,7.5,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
408,8886.666666666666,7.916666666666667,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
409,8886.666666666666,8.333333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
410,8886.666666666666,8.75,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
411,8886.666666666666,9.166666666666668,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
412,8886.666666666666,9.583333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
413,8886.666666666666,10.0,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
414,8886.666666666666,10.416666666666668,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
415,8886.666666666666,10.833333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
416,8886.666666666666,11.25,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
417,8886.666666666666,11.666666666666668,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
418,8886.666666666666,12.083333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
419,8886.666666666666,12.5,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
420,8886.666666666666,12.916666666666668,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
421,8886.666666666666,13.333333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
422,8886.666666666666,13.75,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
423,8886.666666666666,14.166666666666668,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
424,8886.666666666666,14.583333333333334,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
425,8886.666666666666,15.0,7967.696466666666,474.548,345.60246666666666,82.20166666666665,16.618066666666664
426,8910.833333333334,5.0,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
427,8910.833333333334,5.416666666666667,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
428,8910.833333333334,5.833333333333333,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
429,8910.833333333334,6.25,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
430,8910.833333333334,6.666666666666667,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
431,8910.833333333334,7.083333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
432,8910.833333333334,7.5,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
433,8910.833333333334,7.916666666666667,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
434,8910.833333333334,8.333333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
435,8910.833333333334,8.75,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
436,8910.833333333334,9.166666666666668,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
437,8910.833333333334,9.583333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
438,8910.833333333334,10.0,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
439,8910.833333333334,10.416666666666668,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
440,8910.833333333334,10.833333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
441,8910.833333333334,11.25,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
442,8910.833333333334,11.666666666666668,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
443,8910.833333333334,12.083333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
444,8910.833333333334,12.5,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
445,8910.833333333334,12.916666666666668,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
446,8910.833333333334,13.333333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
447,8910.833333333334,13.75,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
448,8910.833333333334,14.166666666666668,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
449,8910.833333333334,14.583333333333334,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
450,8910.833333333334,15.0,7989.364058333334,475.83850000000007,346.5423083333334,82.42520833333333,16.663258333333335
451,8935.0,5.0,8011.03165,477.129,347.48215,82.64874999999999,16.70845
452,8935.0,5.416666666666667,8011.03165,477.129,347.48215,82.64874999999999,16.70845
453,8935.0,5.833333333333333,8011.03165,477.129,347.48215,82.64874999999999,16.70845
454,8935.0,6.25,8011.03165,477.129,347.48215,82.64874999999999,16.70845
455,8935.0,6.666666666666667,8011.03165,477.129,347.48215,82.64874999999999,16.70845
456,8935.0,7.083333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
457,8935.0,7.5,8011.03165,477.129,347.48215,82.64874999999999,16.70845
458,8935.0,7.916666666666667,8011.03165,477.129,347.48215,82.64874999999999,16.70845
459,8935.0,8.333333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
460,8935.0,8.75,8011.03165,477.129,347.48215,82.64874999999999,16.70845
461,8935.0,9.166666666666668,8011.03165,477.129,347.48215,82.64874999999999,16.70845
462,8935.0,9.583333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
463,8935.0,10.0,8011.03165,477.129,347.48215,82.64874999999999,16.70845
464,8935.0,10.416666666666668,8011.03165,477.129,347.48215,82.64874999999999,16.70845
465,8935.0,10.833333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
466,8935.0,11.25,8011.03165,477.129,347.48215,82.64874999999999,16.70845
467,8935.0,11.666666666666668,8011.03165,477.129,347.48215,82.64874999999999,16.70845
468,8935.0,12.083333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
469,8935.0,12.5,8011.03165,477.129,347.48215,82.64874999999999,16.70845
470,8935.0,12.916666666666668,8011.03165,477.129,347.48215,82.64874999999999,16.70845
471,8935.0,13.333333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
472,8935.0,13.75,8011.03165,477.129,347.48215,82.64874999999999,16.70845
473,8935.0,14.166666666666668,8011.03165,477.129,347.48215,82.64874999999999,16.70845
474,8935.0,14.583333333333334,8011.03165,477.129,347.48215,82.64874999999999,16.70845
475,8935.0,15.0,8011.03165,477.129,347.48215,82.64874999999999,16.70845
476,8959.166666666666,5.0,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
477,8959.166666666666,5.416666666666667,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
478,8959.166666666666,5.833333333333333,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
479,8959.166666666666,6.25,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
480,8959.166666666666,6.666666666666667,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
481,8959.166666666666,7.083333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
482,8959.166666666666,7.5,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
483,8959.166666666666,7.916666666666667,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
484,8959.166666666666,8.333333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
485,8959.166666666666,8.75,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
486,8959.166666666666,9.166666666666668,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
487,8959.166666666666,9.583333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
488,8959.166666666666,10.0,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
489,8959.166666666666,10.416666666666668,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
490,8959.166666666666,10.833333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
491,8959.166666666666,11.25,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
492,8959.166666666666,11.666666666666668,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
493,8959.166666666666,12.083333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
494,8959.166666666666,12.5,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
495,8959.166666666666,12.916666666666668,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
496,8959.166666666666,13.333333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
497,8959.166666666666,13.75,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
498,8959.166666666666,14.166666666666668,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
499,8959.166666666666,14.583333333333334,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
500,8959.166666666666,15.0,8032.699241666666,478.41949999999997,348.42199166666666,82.87229166666665,16.753641666666663
501,8983.333333333334,5.0,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
502,8983.333333333334,5.416666666666667,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
503,8983.333333333334,5.833333333333333,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
504,8983.333333333334,6.25,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
505,8983.333333333334,6.666666666666667,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
506,8983.333333333334,7.083333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
507,8983.333333333334,7.5,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
508,8983.333333333334,7.916666666666667,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
509,8983.333333333334,8.333333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
510,8983.333333333334,8.75,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
511,8983.333333333334,9.166666666666668,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
512,8983.333333333334,9.583333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
513,8983.333333333334,10.0,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
514,8983.333333333334,10.416666666666668,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
515,8983.333333333334,10.833333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
516,8983.333333333334,11.25,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
517,8983.333333333334,11.666666666666668,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
518,8983.333333333334,12.083333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
519,8983.333333333334,12.5,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
520,8983.333333333334,12.916666666666668,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
521,8983.333333333334,13.333333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
522,8983.333333333334,13.75,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
523,8983.333333333334,14.166666666666668,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
524,8983.333333333334,14.583333333333334,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
525,8983.333333333334,15.0,8054.3668333333335,479.71000000000004,349.3618333333334,83.09583333333333,16.798833333333334
526,9007.5,5.0,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
527,9007.5,5.416666666666667,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
528,9007.5,5.833333333333333,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
529,9007.5,6.25,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
530,9007.5,6.666666666666667,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
531,9007.5,7.083333333333334,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
532,9007.5,7.5,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
533,9007.5,7.916666666666667,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
534,9007.5,8.333333333333334,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
535,9007.5,8.75,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
536,9007.5,9.166666666666668,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
537,9007.5,9.583333333333334,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
538,9007.5,10.0,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
539,9007.5,10.416666666666668,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
540,9007.5,10.833333333333334,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
541,9007.5,11.25,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
542,9007.5,11.666666666666668,8076.034425,481.00050000000005,350.301675,83.319375,16.844025
