case_id,Ft,Fh2,NO3In_H2O_Flow,NO3In_CL_Flow,NO3In_NA_Flow,NO3In_NO3_Flow,NO3In_SO4_Flow
57,8548.333333333334,7.5,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
58,8548.333333333334,7.916666666666667,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
59,8548.333333333334,8.333333333333334,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
60,8548.333333333334,8.75,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
61,8548.333333333334,9.166666666666668,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
62,8548.333333333334,9.583333333333334,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
63,8548.333333333334,10.0,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
64,8548.333333333334,10.416666666666668,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
65,8548.333333333334,10.833333333333334,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
66,8548.333333333334,11.25,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
67,8548.333333333334,11.666666666666668,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
68,8548.333333333334,12.083333333333334,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
69,8548.333333333334,12.5,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
70,8548.333333333334,12.916666666666668,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
71,8548.333333333334,13.333333333333334,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
72,8548.333333333334,13.75,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
73,8548.333333333334,14.166666666666668,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
74,8548.333333333334,14.583333333333334,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
75,8548.333333333334,15.0,7664.350183333334,456.48100000000005,332.4446833333334,79.07208333333334,15.985383333333333
76,8572.5,5.0,7686.017775,457.7715,333.384525,79.295625,16.030575
77,8572.5,5.416666666666667,7686.017775,457.7715,333.384525,79.295625,16.030575
78,8572.5,5.833333333333333,7686.017775,457.7715,333.384525,79.295625,16.030575
79,8572.5,6.25,7686.017775,457.7715,333.384525,79.295625,16.030575
80,8572.5,6.666666666666667,7686.017775,457.7715,333.384525,79.295625,16.030575
81,8572.5,7.083333333333334,7686.017775,457.7715,333.384525,79.295625,16.030575
82,8572.5,7.5,7686.017775,457.7715,333.384525,79.295625,16.030575
83,8572.5,7.916666666666667,7686.017775,457.7715,333.384525,79.295625,16.030575
84,8572.5,8.333333333333334,7686.017775,457.7715,333.384525,79.295625,16.030575
85,8572.5,8.75,7686.017775,457.7715,333.384525,79.295625,16.030575
86,8572.5,9.166666666666668,7686.017775,457.7715,333.384525,79.295625,16.030575
87,8572.5,9.583333333333334,7686.017775,457.7715,333.384525,79.295625,16.030575
88,8572.5,10.0,7686.017775,457.7715,333.384525,79.295625,16.030575
89,8572.5,10.416666666666668,7686.017775,457.7715,333.384525,79.295625,16.030575
90,8572.5,10.833333333333334,7686.017775,457.7715,333.384525,79.295625,16.030575
91,8572.5,11.25,7686.017775,457.7715,333.384525,79.295625,16.030575
