unit,output,r2_ridge,r2_en,mae_ridge,mae_en,total_coefs_ridge,total_coefs_en
ammoniaF_unit,ammonia_kgph,0.979861,0.99018,0.1459032448043505,0.0974144151723799,26,20
ammoniaF_unit,electric_kwhph,0.952878,0.962046,43.54380052993725,33.706666635503424,32,30
ammoniaF_unit,water_kgph,0.965511,0.972966,15.856907452483805,12.216985244145304,32,32
ureaF_unit,electric_kwhph,0.998913,0.998913,0.1470760103461069,0.1483747366690126,32,32
ureaF_unit,product_urea_wtfrac,0.999679,0.998718,0.0010897993220076,0.0031676037651277,32,32
ureaF_unit,pure_urea_kgph,0.999699,0.999684,0.0176125893315309,0.0192687833628503,32,32
